idx	X	Y
563	3831.115301562285	3290.152348628896
564	3831.102728998679	3290.154792673848
565	3844.167603373172	3284.9999636098
566	3844.180358461969	3284.997756410625
567	3845.100598627837	3284.546720689169
568	3845.102452606466	3284.545946830138
569	3848.020496308906	3283.277899908674
570	3848.019598744083	3283.278517594081
571	3848.863786415454	3282.69890025471
572	3848.847958288577	3282.702061290688
573	3859.872649863047	3278.951047856171
574	3859.875106325485	3278.949563179603
575	3860.899881906761	3278.796602946395
576	3860.899820673206	3278.796618894717
577	3875.100155871599	3273.666108822112
578	3875.103899078119	3273.664742479285
579	3877.157361279021	3272.975841032759
580	3877.156700180421	3272.976098538343
581	3878.149576887193	3272.588029909702
582	3878.154898724822	3272.586507225178
583	3879.212765423857	3272.290223479408
584	3879.213762097807	3272.289725894676
585	3899.496378615014	3264.063052591675
586	3899.481883727592	3264.07380721869
587	3900.552168347812	3264.135581366912
588	3900.551898745583	3264.135700021378
589	3918.340724099774	3255.366201807193
590	3918.203458567429	3255.410831585946
591	3936.089003951504	3253.007599986894
592	3936.074501258948	3253.008990053283
593	3935.198685923607	3252.346769549817
594	3935.199536997764	3252.347293685908
595	3933.592778512054	3251.980003341847
596	3933.574224374627	3251.979060577674
597	3934.839926948794	3249.572704354953
598	3934.868992070526	3249.630544875498
599	3934.901516842127	3249.506237879154
600	3934.839571438092	3249.572490314084
601	3941.574066323475	3245.298128143559
602	3941.576842133049	3245.298237150635
603	3942.591841451905	3244.819535229206
604	3942.590897245166	3244.818927941323
605	3956.124583217555	3238.41308220796
606	3956.124313619882	3238.414357819332
607	3964.620595596579	3236.256534917889
608	3964.620538030441	3236.256750971879
609	3965.574996510887	3235.745978262034
610	3965.574882129112	3235.746040139985
611	3969.414806907539	3232.0628387967
612	3969.412828503801	3232.063006211194
613	3981.440615501278	3227.299019499302
614	3981.440288647599	3227.299135714308
615	3982.36746164325	3226.809503574601
616	3982.366428401637	3226.809575414315
617	3996.663317896143	3222.046601827778
618	3996.663293157661	3222.046612902077
619	3997.545299570372	3221.452415466904
620	3997.545299571147	3221.452415466273
621	3998.519250742468	3221.034770339599
622	3998.516395947306	3221.035422216817
623	3999.497720347615	3220.662666385963
624	3999.505787433806	3220.661626758986
625	4017.906833670896	3214.508442919504
626	4017.909351670977	3214.507306391212
627	4018.92031873334	3214.142174976684
628	4018.943622537773	3214.142126196382
629	4019.902672526713	3213.663823534855
630	4019.896371834323	3213.665319657001
631	4034.912735318115	3207.990946636425
632	4034.927140733823	3207.986048162145
633	4040.24672866972	3206.11698826288
634	4040.249529602076	3206.116084823955
635	4041.191790504402	3205.854770596649
636	4041.188642723769	3205.85539144982
637	4046.123790366019	3204.097423917172
638	4046.1219490228	3204.098602544328
639	4050.001377196776	3202.375877593442
640	4049.998578575824	3202.37715829124
641	4051.020495301203	3202.03151348959
642	4051.022570347973	3202.03061284833
643	4057.037027209945	3199.694942091716
644	4057.039137024539	3199.694561173661
645	4057.935828342873	3199.164943489323
646	4057.930202733128	3199.166573733307
647	4067.771882138009	3195.248263325851
648	4067.773417194197	3195.247574903411
649	4068.72063636137	3194.763306696382
650	4068.720338059978	3194.763495135868
651	4069.695512887193	3194.315582032975
652	4069.696027587542	3194.315404056801
653	4070.64349199431	3193.814642283755
654	4070.64353754095	3193.813075936798
655	4078.601452322014	3190.876863704731
656	4078.602893888031	3190.876448462038
657	4079.581609991449	3190.439053915816
658	4079.582270919386	3190.43883195624
659	4089.977415942804	3187.662963083199
660	4089.980901256714	3187.662836793686
661	4090.952785282688	3187.125658256301
662	4090.944446367427	3187.128437213412
663	4099.243631905972	3184.913070264453
664	4099.24169429915	3184.913851221786
665	4100.268287995273	3184.550813408188
666	4100.261706452427	3184.552520438011
667	4101.30819076649	3184.258250242166
668	4101.31143631593	3184.257825467725
669	4103.374308055073	3183.643266941706
670	4103.367538955822	3183.643966417255
671	4106.267453822175	3182.402464350662
672	4106.266703883456	3182.40247537091
673	4107.31401462474	3182.385539465631
674	4107.308169531862	3182.389986197155
675	4116.502280471958	3179.311441277221
676	4116.509417587396	3179.310307507949
677	4117.464302822654	3178.935380781602
678	4117.463908286972	3178.934979639884
679	4119.243474523816	3177.78037262828
680	4119.245454983015	3177.779757946556
681	4120.11552461452	3177.200891705504
682	4120.107012833342	3177.202772061045
683	4122.137797661081	3176.312900916071
684	4122.141851026024	3176.309949067497
685	4159.537884236311	3163.367576924197
686	4159.549225462214	3163.363449710402
687	4160.542034065354	3162.88714930337
688	4160.538719494346	3162.888354118389
689	4161.518537112309	3162.447736114419
690	4161.518726921214	3162.447937759187
691	4165.61740379248	3161.037125692241
692	4165.612176760374	3161.038812189514
693	4166.596006602457	3160.667613643634
694	4166.595132147885	3160.667603311247
695	4178.683391301806	3156.253338344148
696	4178.684901492955	3156.252868564109
697	4184.0278723537	3154.694086289406
698	4184.030107668025	3154.694234429301
699	4188.284053455261	3153.495464295851
700	4188.283620685515	3153.493741785981
701	4193.748399794272	3150.255438132946
702	4193.747127448079	3150.25574657783
703	4195.47099162438	3148.973069793579
704	4195.47078880609	3148.972541405849
705	4196.359481389488	3148.333118439699
706	4196.361319641971	3148.332299121729
707	4201.425638347208	3146.151635993754
708	4201.426817369705	3146.151137897599
709	4211.204255576003	3141.668724803989
710	4211.205722899721	3141.668318418029
711	4217.445437417889	3139.170311781665
712	4217.446089530432	3139.170015981397
713	4223.204893028927	3136.201032950524
714	4223.227285052027	3136.196691478941
715	4227.303210611496	3134.434967056512
716	4227.302787553052	3134.435112061295
717	4232.437059817007	3132.689694096508
718	4232.431731630058	3132.690033535008
719	4235.48841409432	3131.795016942125
720	4235.596175211714	3131.758871353122
721	4235.606570525578	3131.755566258224
722	4235.645049100708	3131.743195750797
723	4248.446639740726	3127.751800224725
724	4248.446099847243	3127.752011714727
725	4249.435480536674	3127.299132543366
726	4249.443686756656	3127.301061592412
727	4250.472746769715	3126.8890783939
728	4250.477849571099	3126.887292486374
729	4275.600914012469	3119.145329703121
730	4275.60138568047	3119.145246720243
731	4276.438233168888	3118.522979282612
732	4276.432811195979	3118.524729943911
733	4284.585998840476	3115.747318308547
734	4284.609838394624	3115.748316520541
735	4285.556995767066	3115.322116533175
736	4285.541451503416	3115.32297611722
737	4288.399331388301	3113.871012291458
738	4288.413389539351	3113.866277907933
739	4293.462027715078	3111.884607048778
740	4293.458789904101	3111.886785642432
741	4332.195630016954	3098.081775846069
742	4332.202333417757	3098.080522515635
743	4343.740409802685	3094.491582606393
744	4343.742256316601	3094.492868639899
745	4344.65007715841	3093.976993601262
746	4344.650762479	3093.972036280518
747	4345.499955688662	3092.152377450983
748	4345.499030660701	3092.152112907908
749	4346.306727981992	3091.435838686443
750	4346.308830462835	3091.43527848336
751	4354.869142785366	3087.2536150956
752	4354.877583597024	3087.249710748724
753	4355.714028079718	3086.581009850202
754	4355.698169857941	3086.585409873021
755	4357.71393605325	3085.690906298117
756	4357.729628708516	3085.689105700706
757	4360.777428089047	3084.330544707127
758	4360.767396766249	3084.332936448849
759	4372.959710366956	3079.42862948053
760	4372.959174279965	3079.427975171476
761	4373.907794412516	3078.943518266912
762	4373.907814461759	3078.943570593793
763	4379.221178749181	3077.427019616387
764	4379.222782151029	3077.428048790602
765	4380.22735936918	3076.927414118717
766	4380.215847349745	3076.929458535525
767	4392.898105010213	3073.544515951714
768	4392.949877248931	3073.539619796606
769	4393.680185923279	3072.854840674194
770	4393.680037672965	3072.854972398008
771	4443.804209614081	3055.923786610489
772	4443.820252409357	3055.920526293953
773	4444.605690854451	3055.185450820845
774	4444.610761240857	3055.184469230504
775	4457.312869593038	3051.002689750519
